time_id,num1,num2,num3,num4,num5,num6
503,1,5,27,30,34,36
502,6,22,28,32,34,40
501,1,4,10,17,31,42
500,3,4,12,20,24,34
499,5,20,23,27,35,40
498,13,14,24,32,39,41
497,19,20,23,24,43,44
496,4,13,20,29,36,41
495,4,13,22,27,34,44
494,5,7,8,15,30,43
493,20,22,26,33,36,37
492,22,27,31,35,37,40
491,8,17,35,36,39,42
490,2,7,26,29,40,43
489,2,4,8,15,20,27
488,2,8,17,30,31,38
487,4,8,25,27,37,41
486,1,2,23,25,38,40
485,17,22,26,27,36,39
484,1,3,27,28,32,45
483,12,15,19,22,28,34
482,1,10,16,24,25,35
481,3,4,23,29,40,41
480,3,5,10,17,30,31
479,8,23,25,27,35,44
478,18,29,30,37,39,43
477,14,25,29,32,33,45
476,9,12,13,15,37,38
475,1,9,14,16,21,29
474,4,13,18,31,33,45
473,8,13,20,22,23,36
472,16,25,26,31,36,43
471,6,13,29,37,39,41
470,10,16,20,39,41,42
469,4,21,22,34,37,38
468,8,13,15,28,37,43
467,2,12,14,17,24,40
466,4,10,13,23,32,44
465,1,8,11,13,22,38
464,6,12,15,34,42,44
463,23,29,31,33,34,44
462,3,20,24,32,37,45
461,11,18,26,31,37,40
460,8,11,28,30,43,45
459,4,6,10,14,25,40
458,4,9,10,32,36,40
457,8,10,18,23,27,40
456,1,7,12,18,23,27
455,4,19,20,26,30,35
454,13,25,27,34,38,41
453,12,24,33,38,40,42
452,8,10,18,30,32,34
451,12,15,20,24,30,38
450,6,14,19,21,23,31
449,3,10,20,26,35,43
448,3,7,13,27,40,41
447,2,7,8,9,17,33
446,1,11,12,14,26,35
445,13,20,21,30,39,45
444,11,13,23,35,43,45
443,4,6,10,19,20,44
442,25,27,29,36,38,40
441,1,23,28,30,34,35
440,10,22,28,34,36,44
439,17,20,30,31,37,40
438,6,12,20,26,29,38
437,11,16,29,38,41,44
436,9,14,20,22,33,34
435,8,16,26,30,38,45
434,3,13,20,24,33,37
433,19,23,29,33,35,43
432,2,3,5,11,27,39
431,18,22,25,31,38,45
430,1,3,16,18,30,34
429,3,23,28,34,39,42
428,12,16,19,22,37,40
427,6,7,15,24,28,30
426,4,17,18,27,39,43
425,8,10,14,27,33,38
424,10,11,26,31,34,44
423,1,17,27,28,29,40
422,8,15,19,21,34,44
421,6,11,26,27,28,44
420,4,9,10,29,31,34
419,2,11,13,14,28,30
418,11,13,15,26,28,34
417,4,5,14,20,22,43
416,5,6,8,11,22,26
415,7,17,20,26,30,40
414,2,14,15,22,23,44
413,2,9,15,23,34,40
412,4,7,39,41,42,45
411,11,14,22,35,37,39
410,1,3,18,32,40,41
409,6,9,21,31,32,40
408,9,20,21,22,30,37
407,6,7,13,16,24,25
406,7,12,21,24,27,36
405,1,2,10,25,26,44
404,5,20,21,24,33,40
403,10,14,22,24,28,37
402,5,9,15,19,22,36
401,6,12,18,31,38,43
400,9,21,27,34,41,43
399,1,2,9,17,19,42
398,10,15,20,23,42,44
397,12,13,17,22,25,33
396,18,20,31,34,40,45
395,11,15,20,26,31,35
394,1,13,20,22,25,28
393,9,16,28,40,41,43
392,1,3,7,8,24,42
391,10,11,18,22,28,39
390,16,17,28,37,39,40
389,7,16,18,20,23,26
388,1,8,9,17,29,32
387,1,26,31,34,40,43
386,4,7,10,19,31,40
385,7,12,19,21,29,32
384,11,22,24,32,36,38
383,4,15,28,33,37,40
382,10,15,22,24,27,42
381,1,5,10,12,16,20
380,1,2,8,17,26,37
379,6,10,22,31,35,40
378,5,22,29,31,34,39
377,6,22,29,37,43,45
376,1,11,13,24,28,40
375,4,8,19,25,27,45
374,11,13,15,17,25,34
373,15,26,37,42,43,45
372,8,11,14,16,18,21
371,7,9,15,26,27,42
370,16,18,24,42,44,45
369,17,20,35,36,41,43
368,11,21,24,30,39,45
367,3,22,25,29,32,44
366,5,12,19,26,27,44
365,5,15,21,25,26,30
364,2,5,7,14,16,40
363,11,12,14,21,32,38
362,2,3,22,27,30,40
361,5,10,16,24,27,35
360,4,16,23,25,35,40
359,1,10,19,20,24,40
358,1,9,10,12,21,40
357,10,14,18,21,36,37
356,2,8,14,25,29,45
355,5,8,29,30,35,44
354,14,19,36,43,44,45
353,11,16,19,22,29,36
352,5,16,17,20,26,41
351,5,25,27,29,34,36
350,1,8,18,24,29,33
349,5,13,14,20,24,25
348,3,14,17,20,24,31
347,3,8,13,27,32,42
346,5,13,14,22,44,45
345,15,20,23,29,39,42
344,1,2,15,28,34,45
343,1,10,17,29,31,43
342,1,13,14,33,34,43
341,1,8,19,34,39,43
340,18,24,26,29,34,38
339,6,8,14,21,30,37
338,2,13,34,38,42,45
337,1,5,14,18,32,37
336,3,5,20,34,35,44
335,5,9,16,23,26,45
334,13,15,21,29,39,43
333,5,14,27,30,39,43
332,16,17,34,36,42,45
331,4,9,14,26,31,44
330,3,4,16,17,19,20
329,9,17,19,30,35,42
328,1,6,9,16,17,28
327,6,12,13,17,32,44
326,16,23,25,33,36,39
325,7,17,20,32,44,45
324,2,4,21,25,33,36
323,10,14,15,32,36,42
322,9,18,29,32,38,43
321,12,18,20,21,25,34
320,16,19,23,25,41,45
319,5,8,22,28,33,42
318,2,17,19,20,34,45
317,3,10,11,22,36,39
316,10,11,21,27,31,39
315,1,13,33,35,43,45
314,15,17,19,34,38,41
313,9,17,34,35,43,45
312,2,3,5,6,12,20
311,4,12,24,27,28,32
310,1,5,19,28,34,41
309,1,2,5,11,18,36
308,14,15,17,19,37,45
307,5,15,21,23,25,45
306,4,18,23,30,34,41
305,7,8,18,21,23,39
304,4,10,16,26,33,41
303,2,14,17,30,38,45
302,13,19,20,32,38,42
301,7,11,13,33,37,43
300,7,9,10,12,26,38
299,1,3,20,25,36,45
298,5,9,27,29,37,40
297,6,11,19,20,28,32
296,3,8,15,27,30,45
295,1,4,12,16,18,38
294,6,10,17,30,37,38
293,1,9,17,21,29,33
292,17,18,31,32,33,34
291,3,7,8,18,20,42
290,8,13,18,32,39,45
289,3,14,33,37,38,42
288,1,12,17,28,35,41
287,6,12,24,27,35,37
286,1,15,19,40,42,44
285,13,33,37,40,41,45
284,2,7,15,24,30,45
283,6,8,18,31,38,45
282,2,5,10,18,31,32
281,1,3,4,6,14,41
280,10,11,23,24,36,37
279,7,16,31,36,37,38
278,3,11,37,39,41,43
277,10,12,13,15,25,29
276,4,15,21,33,39,41
275,14,19,20,35,38,40
274,13,14,15,26,35,39
273,1,8,24,31,34,44
272,7,9,12,27,39,43
271,3,8,9,27,29,40
270,5,9,12,20,21,26
269,5,18,20,36,42,43
268,3,10,19,24,32,45
267,7,8,24,34,36,41
266,3,4,9,11,22,42
265,5,9,34,37,38,39
264,9,16,27,36,41,44
263,1,27,28,32,37,40
262,9,12,24,25,29,31
261,6,11,16,18,31,43
260,7,12,15,24,37,40
259,4,5,14,35,42,45
258,14,27,30,31,38,40
257,6,13,27,31,32,37
256,4,11,14,21,23,43
255,1,5,6,24,27,42
254,1,5,19,20,24,30
253,8,19,25,31,34,36
252,14,23,26,31,39,45
251,6,7,19,25,28,38
250,19,23,30,37,43,45
249,3,8,27,31,41,44
248,3,8,17,23,38,45
247,12,15,28,36,39,40
246,13,18,21,23,26,39
245,9,11,27,31,32,38
244,13,16,25,36,37,38
243,2,12,17,19,28,42
242,4,19,20,21,32,34
241,2,16,24,27,28,35
240,6,10,16,40,41,43
239,11,15,24,39,41,44
238,2,4,15,28,31,34
237,1,11,17,21,24,44
236,1,4,8,13,37,39
235,21,22,26,27,31,37
234,13,21,22,24,26,37
233,4,6,13,17,28,40
232,8,9,10,12,24,44
231,5,10,19,31,44,45
230,5,11,14,29,32,33
229,4,5,9,11,23,38
228,17,25,35,36,39,44
227,4,5,15,16,22,42
226,2,6,8,14,21,22
225,5,11,13,19,31,36
224,4,19,26,27,30,42
223,1,3,18,20,26,27
222,5,7,28,29,39,43
221,2,20,33,35,37,40
220,5,11,19,21,34,43
219,4,11,20,26,35,37
218,1,8,14,18,29,44
217,16,20,27,33,35,39
216,7,16,17,33,36,40
215,2,3,7,15,43,44
214,5,7,20,25,28,37
213,2,3,4,5,20,24
212,11,12,18,21,31,38
211,12,13,17,20,33,41
210,10,19,22,23,25,37
209,2,7,18,20,24,33
208,14,25,31,34,40,44
207,3,11,14,31,32,37
206,1,2,3,15,20,25
205,1,3,21,29,35,37
204,3,12,14,35,40,45
203,1,3,11,24,30,32
202,12,14,27,33,39,44
201,3,11,24,38,39,44
200,5,6,13,14,17,20
199,14,21,22,25,30,36
198,12,19,20,25,41,45
197,7,12,16,34,42,45
196,35,36,37,41,44,45
195,7,10,19,22,35,40
194,15,20,23,26,39,44
193,6,14,18,26,36,39
192,4,8,11,18,37,45
191,5,6,24,25,32,37
190,8,14,18,30,31,44
189,8,14,32,35,37,45
188,19,24,27,30,31,34
187,1,2,8,18,29,38
186,4,10,14,19,21,45
185,1,2,4,8,19,38
184,1,2,6,16,20,33
183,2,18,24,34,40,42
182,13,15,27,29,34,40
181,14,21,23,32,40,45
180,2,15,20,21,29,34
179,5,9,17,25,39,43
178,1,5,11,12,18,23
177,1,10,13,16,37,43
176,4,17,30,32,33,34
175,19,26,28,31,33,36
174,13,14,18,22,35,39
173,3,9,24,30,33,34
172,4,19,21,24,26,41
171,4,16,25,29,34,35
170,2,11,13,15,31,42
169,16,27,35,37,43,45
168,3,10,31,40,42,43
167,24,27,28,30,36,39
166,9,12,27,36,39,45
165,5,13,18,19,22,42
164,6,9,10,11,39,41
163,7,11,26,28,29,44
162,1,5,21,25,38,41
161,22,34,36,40,42,45
160,3,7,8,34,39,41
159,1,18,30,41,42,43
158,4,9,13,18,21,34
157,19,26,30,33,35,39
156,5,18,28,30,42,45
155,16,19,20,32,33,41
154,6,19,21,35,40,45
153,3,8,11,12,13,36
152,1,5,13,26,29,34
151,1,2,10,13,18,19
150,2,18,25,28,37,39
149,2,11,21,34,41,42
148,21,25,33,34,35,36
147,4,6,13,21,40,42
146,2,19,27,35,41,42
145,2,3,13,20,27,44
144,4,15,17,26,36,37
143,26,27,28,42,43,45
142,12,16,30,34,40,44
141,8,12,29,31,42,43
140,3,13,17,18,19,28
139,9,11,15,20,28,43
138,10,11,27,28,37,39
137,7,9,20,25,36,39
136,2,16,30,36,41,42
135,6,14,22,28,35,39
134,3,12,20,23,31,35
133,4,7,15,18,23,26
132,3,17,23,34,41,45
131,8,10,11,14,15,21
130,7,19,24,27,42,45
129,19,23,25,28,38,42
128,12,30,34,36,37,45
127,3,5,10,29,32,43
126,7,20,22,27,40,43
125,2,8,32,33,35,36
124,4,16,23,25,29,42
123,7,17,18,28,30,45
122,1,11,16,17,36,40
121,12,28,30,34,38,43
120,4,6,10,11,32,37
119,3,11,13,14,17,21
118,3,4,10,17,19,22
117,5,10,22,34,36,44
116,2,4,25,31,34,37
115,1,2,6,9,25,28
114,11,14,19,26,28,41
113,4,9,28,33,36,45
112,26,29,30,33,41,42
111,7,18,31,33,36,40
110,7,20,22,23,29,43
109,1,5,34,36,42,44
108,7,18,22,23,29,44
107,1,4,5,6,9,31
106,4,10,12,22,24,33
105,8,10,20,34,41,45
104,17,32,33,34,42,44
103,5,14,15,27,30,45
102,17,22,24,26,35,40
101,1,3,17,32,35,45
100,1,7,11,23,37,42
99,1,3,10,27,29,37
98,6,9,16,23,24,32
97,6,7,14,15,20,36
96,1,3,8,21,22,31
95,8,17,27,31,34,43
94,5,32,34,40,41,45
93,6,22,24,36,38,44
92,3,14,24,33,35,36
91,1,21,24,26,29,42
90,17,20,29,35,38,44
89,4,26,28,29,33,40
88,1,17,20,24,30,41
87,4,12,16,23,34,43
86,2,12,37,39,41,45
85,6,8,13,23,31,36
84,16,23,27,34,42,45
83,6,10,15,17,19,34
82,1,2,3,14,27,42
81,5,7,11,13,20,33
80,17,18,24,25,26,30
79,3,12,24,27,30,32
78,10,13,25,29,33,35
77,2,18,29,32,43,44
76,1,3,15,22,25,37
75,2,5,24,32,34,44
74,6,15,17,18,35,40
73,3,12,18,32,40,43
72,2,4,11,17,26,27
71,5,9,12,16,29,41
70,5,19,22,25,28,43
69,5,8,14,15,19,39
68,10,12,15,16,26,39
67,3,7,10,15,36,38
66,2,3,7,17,22,24
65,4,25,33,36,40,43
64,14,15,18,21,26,36
63,3,20,23,36,38,40
62,3,8,15,27,29,35
61,14,15,19,30,38,43
60,2,8,25,36,39,42
59,6,29,36,39,41,45
58,10,24,25,33,40,44
57,7,10,16,25,29,44
56,10,14,30,31,33,37
55,17,21,31,37,40,44
54,1,8,21,27,36,39
53,7,8,14,32,33,39
52,2,4,15,16,20,29
51,2,3,11,16,26,44
50,2,10,12,15,22,44
49,4,7,16,19,33,40
48,6,10,18,26,37,38
47,14,17,26,31,36,45
46,8,13,15,23,31,38
45,1,10,20,27,33,35
44,3,11,21,30,38,45
43,6,31,35,38,39,44
42,17,18,19,21,23,32
41,13,20,23,35,38,43
40,7,13,18,19,25,26
39,6,7,13,15,21,43
38,16,17,22,30,37,43
37,7,27,30,33,35,37
36,1,10,23,26,28,40
35,2,3,11,26,37,43
34,9,26,35,37,40,42
33,4,7,32,33,40,41
32,6,14,19,25,34,44
31,7,9,18,23,28,35
30,8,17,20,35,36,44
29,1,5,13,34,39,40
28,9,18,23,25,35,37
27,1,20,26,28,37,43
26,4,5,7,18,20,25
25,2,4,21,26,43,44
24,7,8,27,29,36,43
23,5,13,17,18,33,42
22,4,5,6,8,17,39
21,6,12,17,18,31,32
20,10,14,18,20,23,30
19,6,30,38,39,40,43
18,3,12,13,19,32,35
17,3,4,9,17,32,37
16,6,7,24,37,38,40
15,3,4,16,30,31,37
14,2,6,12,31,33,40
13,22,23,25,37,38,42
12,2,11,21,25,39,45
11,1,7,36,37,41,42
10,9,25,30,33,41,44
9,2,4,16,17,36,39
8,8,19,25,34,37,39
7,2,9,16,25,26,40
6,14,15,26,27,40,42
5,16,24,29,40,41,42
4,14,27,30,31,40,42
3,11,16,19,21,27,31
2,9,13,21,25,32,42
1,10,23,29,33,37,40
